file_path,line_number,type,severity,description
ebean-api/src/main/java/io/ebean/bean/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/bean/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/cache/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/cache/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/common/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/common/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/config/DatabaseConfig.java,523,BUG,LOW,"Cast one of the operands of this multiplication operation to a ""long""."
ebean-api/src/main/java/io/ebean/config/dbplatform/DbDefaultValue.java,121,BUG,MEDIUM,"The return value of ""valueOf"" must be used."
ebean-api/src/main/java/io/ebean/config/dbplatform/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/config/dbplatform/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/config/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/config/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/event/package.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
ebean-api/src/main/java/io/ebean/event/package.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
ebean-api/src/main/java/io/ebean/overview.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <html> tag.
ebean-api/src/main/java/io/ebean/overview.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
