package,file_path,line_number,type,severity,description
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,375,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,416,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,503,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,558,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,563,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,591,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,887,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,893,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,943,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,992,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1002,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1007,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1116,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1155,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1169,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1206,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1227,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1549,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1637,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1684,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1732,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1816,BUG,MEDIUM,"Make the ""org.hibernate.collection.spi.PersistentCollection"" class ""Serializable"" or don't write it."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1824,BUG,MEDIUM,"Make the ""org.hibernate.collection.spi.PersistentCollection"" class ""Serializable"" or don't write it."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1834,BUG,MEDIUM,"Make the ""org.hibernate.collection.spi.PersistentCollection"" class ""Serializable"" or don't write it."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,2120,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/TwoPhaseLoad.java,42,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/BasicConnectionCreator.java,144,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/DatasourceConnectionProviderImpl.java,101,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/DriverManagerConnectionProviderImpl.java,68,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/DriverManagerConnectionProviderImpl.java,72,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/spi/DataSourceBasedMultiTenantConnectionProviderImpl.java,88,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/spi/DataSourceBasedMultiTenantConnectionProviderImpl.java,103,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/dialect/spi/BasicSQLExceptionConverter.java,49,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/engine/jdbc/env/internal/JdbcEnvironmentImpl.java,323,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/spi/CascadingActions.java,390,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/engine/transaction/jta/platform/internal/JtaPlatformInitiator.java,50,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/AbstractSaveEventListener.java,227,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/AbstractSaveEventListener.java,285,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/AbstractSaveEventListener.java,319,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultDeleteEventListener.java,157,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultDeleteEventListener.java,376,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultEvictEventListener.java,74,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultFlushEntityEventListener.java,497,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultFlushEntityEventListener.java,690,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultInitializeCollectionEventListener.java,43,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,256,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,279,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,319,BUG,LOW,"Parameter 4 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,383,BUG,LOW,"Parameter 4 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLoadEventListener.java,500,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultLockEventListener.java,66,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,159,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,211,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,217,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,320,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,409,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultMergeEventListener.java,553,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultPersistEventListener.java,97,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultPostLoadEventListener.java,47,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultRefreshEventListener.java,127,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultReplicateEventListener.java,175,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultSaveOrUpdateEventListener.java,279,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultUpdateEventListener.java,31,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/WrapVisitor.java,101,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/WrapVisitor.java,130,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/service/internal/EventListenerGroupImpl.java,55,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/event/service/internal/EventListenerGroupImpl.java,56,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/event/service/internal/EventListenerGroupImpl.java,57,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/event/spi/AbstractCollectionEvent.java,51,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/event/spi/AbstractCollectionEvent.java,64,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/id/IdentifierGeneratorHelper.java,50,BUG,LOW,Make this inner class static
hibernate,hibernate-core/src/main/java/org/hibernate/id/IdentifierGeneratorHelper.java,64,BUG,LOW,Make this inner class static
hibernate,hibernate-core/src/main/java/org/hibernate/id/IdentifierGeneratorHelper.java,117,BUG,MEDIUM,"Either override Object.equals(Object obj), or totally rename the method to prevent any confusion."
hibernate,hibernate-core/src/main/java/org/hibernate/id/enhanced/PooledLoThreadLocalOptimizer.java,35,BUG,MEDIUM,"Call ""remove()"" on ""singleTenantState""."
hibernate,hibernate-core/src/main/java/org/hibernate/id/enhanced/PooledLoThreadLocalOptimizer.java,36,BUG,MEDIUM,"Call ""remove()"" on ""multiTenantStates""."
hibernate,hibernate-core/src/main/java/org/hibernate/id/enhanced/PooledOptimizer.java,91,BUG,LOW,"Cast one of the operands of this subtraction operation to a ""long""."
hibernate,hibernate-core/src/main/java/org/hibernate/id/enhanced/PooledOptimizer.java,96,BUG,LOW,"Cast one of the operands of this subtraction operation to a ""long""."
hibernate,hibernate-core/src/main/java/org/hibernate/id/enhanced/TableGenerator.java,603,BUG,LOW,"Cast one of the operands of this subtraction operation to a ""long""."
hibernate,hibernate-core/src/main/java/org/hibernate/id/factory/internal/IdentifierGeneratorUtil.java,134,BUG,LOW,"Parameter 3 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/AbstractSharedSessionContract.java,1482,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/AbstractSharedSessionContract.java,1492,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/FetchingScrollableResultsImpl.java,166,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""keyToRead"" is nullable here."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionFactoryImpl.java,561,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionFactoryImpl.java,796,BUG,HIGH,Fix this call that leads to an IllegalStateException.
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionFactoryImpl.java,815,BUG,HIGH,Fix this call that leads to an IllegalStateException.
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,268,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,559,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,580,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,957,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,1539,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,1566,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,1605,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,1739,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,1779,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,2424,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,2482,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,2624,BUG,LOW,"Parameter 2 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/StatelessSessionImpl.java,379,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/StatelessSessionImpl.java,389,BUG,LOW,"Parameter 4 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/StatelessSessionImpl.java,409,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/internal/StatelessSessionImpl.java,411,BUG,LOW,"Parameter 4 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/StatelessSessionImpl.java,558,BUG,LOW,"This method's return value is marked ""@NonNull"" but null is returned."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/BytesHelper.java,27,BUG,MEDIUM,"Prevent ""int"" promotion by adding ""& 0xff"" to this expression."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/ReflectHelper.java,503,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""containerClass"" is nullable here."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,208,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,227,BUG,LOW,Add a type test to this method.
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,486,BUG,LOW,Add a type test to this method.
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,571,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""stackBottom()"" can return null."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,642,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""stackBottom()"" can return null."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,1141,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,388,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,529,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,544,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/IdentityMap.java,230,BUG,LOW,Add a type test to this method.
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/LazyIndexedMap.java,36,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/MapBackedClassValue.java,25,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/jpa/boot/internal/EntityManagerFactoryBuilderImpl.java,1472,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/jpa/boot/internal/PersistenceXmlParser.java,540,VULNERABILITY,HIGH,Disable access to external entities in XML parsing.
hibernate,hibernate-core/src/main/java/org/hibernate/jpa/internal/PersistenceUnitUtilImpl.java,76,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/jpa/internal/enhance/EnhancingClassTransformerImpl.java,32,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/jpa/internal/util/PersistenceUtilHelper.java,157,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/loader/ast/internal/CacheEntityLoaderHelper.java,465,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/loader/ast/internal/CacheEntityLoaderHelper.java,474,BUG,LOW,"Parameter 4 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/loader/ast/internal/MultiIdEntityLoaderArrayParam.java,388,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""nonResolvedIds"" is nullable here."
hibernate,hibernate-core/src/main/java/org/hibernate/loader/internal/BaseNaturalIdLoadAccessImpl.java,156,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/loader/internal/BaseNaturalIdLoadAccessImpl.java,198,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/loader/internal/BaseNaturalIdLoadAccessImpl.java,238,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/mapping/Component.java,86,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/mapping/Property.java,417,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/mapping/Table.java,851,BUG,LOW,Add a type test to this method.
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/internal/EntityRepresentationStrategyPojoStandard.java,116,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/EntityIdentifierMapping.java,98,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/ImmutableAttributeMappingsMap.java,90,BUG,LOW,"Add a ""NoSuchElementException"" for iteration beyond the end of the collection."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/InverseNonAggregatedIdentifierMapping.java,261,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/MappingModelCreationHelper.java,317,BUG,HIGH,Fix this illegal type cast.
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/NonAggregatedIdentifierMappingImpl.java,292,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/ToOneAttributeMapping.java,706,BUG,MEDIUM,"Either override Object.equals(Object obj), or totally rename the method to prevent any confusion."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/VirtualIdEmbeddable.java,263,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/VirtualIdEmbeddable.java,263,BUG,LOW,"Parameter 1 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/AbstractManagedType.java,52,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/AbstractManagedType.java,53,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/internal/EntityPersisterConcurrentMap.java,26,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/internal/EntityPersisterConcurrentMap.java,27,BUG,LOW,"Use an ""AtomicReferenceArray"" instead."
hibernate,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/internal/SingularAttributeImpl.java,233,BUG,LOW,"Parameter 2 to this constructor is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/persister/collection/AbstractCollectionPersister.java,240,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,433,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,1532,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,1551,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,1566,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,4155,BUG,LOW,"Parameter 2 to this call is marked ""@NonNull"" but null could be passed."
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/AbstractDeleteCoordinator.java,81,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""true"""
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/AbstractDeleteCoordinator.java,87,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/TableSet.java,35,BUG,MEDIUM,"Move this ""assert"" side effect to another statement."
hibernate,hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/UpdateCoordinatorStandard.java,200,BUG,MEDIUM,"Change this condition so that it does not always evaluate to ""false"""
hibernate,hibernate-core/src/main/java/org/hibernate/property/access/internal/PropertyAccessStrategyBackRefImpl.java,32,BUG,LOW,Make this inner class static
hibernate,hibernate-core/src/main/java/org/hibernate/proxy/map/MapLazyInitializer.java,20,BUG,LOW,"Add a no-arg constructor to ""AbstractLazyInitializer""."
hibernate,hibernate-core/src/main/java/org/hibernate/proxy/pojo/bytebuddy/SerializableProxy.java,35,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/query/criteria/CriteriaDefinition.java,97,BUG,LOW,"Add a no-arg constructor to ""HibernateCriteriaBuilderDelegate""."
hibernate,hibernate-core/src/main/java/org/hibernate/query/criteria/internal/NamedCriteriaQueryMementoImpl.java,25,BUG,LOW,"Add a no-arg constructor to ""AbstractNamedQueryMemento""."
hibernate,hibernate-core/src/main/java/org/hibernate/query/hql/internal/FullyQualifiedReflectivePathTerminal.java,42,BUG,LOW,"Add a no-arg constructor to ""FullyQualifiedReflectivePath""."
hibernate,hibernate-core/src/main/java/org/hibernate/query/hql/internal/NamedHqlQueryMementoImpl.java,36,BUG,LOW,"Add a no-arg constructor to ""AbstractNamedQueryMemento""."
hibernate,hibernate-core/src/main/java/org/hibernate/query/hql/internal/SemanticQueryBuilder.java,3641,BUG,LOW,"Cast one of the operands of this subtraction operation to a ""double""."
hibernate,hibernate-core/src/main/java/org/hibernate/query/internal/QueryInterpretationCacheStandardImpl.java,206,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""o"" is nullable here."
hibernate,hibernate-core/src/main/java/org/hibernate/query/internal/ScrollableResultsIterator.java,37,BUG,LOW,"Add a ""NoSuchElementException"" for iteration beyond the end of the collection."
hibernate,hibernate-core/src/main/java/org/hibernate/query/sqm/internal/ConcreteSqmSelectQueryPlan.java,79,BUG,LOW,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
hibernate,hibernate-core/src/main/java/org/hibernate/query/sqm/internal/SqmCriteriaNodeBuilder.java,1282,BUG,MEDIUM,"A ""NullPointerException"" could be thrown; ""expressible"" is nullable here."
