file_path,line_number,type,severity,description
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1760,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1784,BUG,MINOR,"Parameter 3 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1794,BUG,MINOR,"Parameter 3 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1808,BUG,MINOR,"Parameter 3 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1818,BUG,MINOR,"Parameter 3 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1835,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1849,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1860,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1873,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1916,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1947,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,1963,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,2193,BUG,MINOR,"Parameter 2 to this call is marked ""@Nonnull via meta-annotation"" but null could be passed."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,2240,BUG,MINOR,"This method's return value is marked ""@Nonnull via meta-annotation"" but null is returned."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/DefaultServer.java,2249,BUG,MINOR,"This method's return value is marked ""@Nonnull via meta-annotation"" but null is returned."
