package,file_path,file_frequency
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/Reflection.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/CallbackModes.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoDetach.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java,4
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java,4
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java,4
sqlalchemy,test/sql/test_from_linter.py,4
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/AbstractPostgreSQLStructJdbcType.java,4
sqlalchemy,test/orm/declarative/test_dc_transforms.py,4
sqlalchemy,test/aaa_profiling/test_memusage.py,4
hibernate,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,4
sqlalchemy,lib/sqlalchemy/engine/interfaces.py,4
hibernate,hibernate-core/src/main/java/org/hibernate/event/service/internal/EventListenerGroupImpl.java,3
sqlalchemy,test/orm/test_utils.py,3
sqlalchemy,test/sql/test_external_traversal.py,3
hibernate,hibernate-core/src/main/java/org/hibernate/boot/beanvalidation/TypeSafeActivator.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/loader/internal/BaseNaturalIdLoadAccessImpl.java,3
ponyorm,pony/orm/tests/fixtures.py,3
sqlalchemy,lib/sqlalchemy/dialects/postgresql/psycopg.py,3
sqlalchemy,test/orm/test_attributes.py,3
ebean,querybean-generator/src/main/java/io/ebean/querybean/generator/SimpleModuleInfoWriter.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/event/internal/AbstractSaveEventListener.java,3
ponyorm,pony/orm/sqltranslation.py,3
hibernate,hibernate-core/src/main/java/org/hibernate/dialect/DerbySqlAstTranslator.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/id/IdentifierGeneratorHelper.java,3
ebean,ebean-test/src/test/java/org/tests/model/onetoone/TestOneToOnePrimaryKeyJoinOptional.java,3
sqlalchemy,test/sql/test_selectable.py,3
sqlalchemy,test/sql/test_types.py,3
hibernate,hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,3
ebean,ebean-core/src/main/java/io/ebeaninternal/server/type/SimpleAesEncryptor.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/boot/registry/classloading/internal/AggregatedClassLoader.java,3
ebean,ebean-test/src/test/java/org/tests/model/onetoone/TestOneToOnePrimaryKeyJoin.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/boot/registry/classloading/internal/ClassLoaderServiceImpl.java,3
hibernate,hibernate-core/src/main/java/org/hibernate/internal/SessionFactoryImpl.java,3
ebean,ebean-test/src/test/java/org/tests/model/onetoone/TestOneToOnePrimaryKeyJoinBidi.java,3
ebean,ebean-api/src/main/java/io/ebean/event/package.html,2
ebean,ebean-core/src/test/java/io/ebeaninternal/server/type/ModifyAwareSetTest.java,2
ebean,ebean-api/src/main/java/io/ebean/config/package.html,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java,2
