package,file_path,line_number,type,severity,description
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/DynamicTCPRemoteCommitProvider.java,107,Quality,Medium,Type: Unguarded write | Category: Concurrent data access violations
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/QueryCommand.java,90,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExpressionStoreQuery.java,321,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/FindCommand.java,86,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,368,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,523,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,Various,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/DomainCommand.java,59,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,1684,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/XMLFormatter.java,Various,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,237,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,269,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,258,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,244,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,75,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,697,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,640,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/TCPRemoteCommitProvider.java,378,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java,64,Quality,High,Type: Unlocked write | Category: Concurrent data access violations
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AnnotationProcessor6.java,190,Quality,Medium,Type: Unguarded read | Category: Concurrent data access violations
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,1602,Quality,Medium,Type: Stray semicolon | Category: Control flow issues
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,987,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,452,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-examples/openbooks/src/main/java/openbook/tools/util/TextProcessingUtility.java,Various,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SimpleCaseExpression.java,96,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,237,Quality,Medium,Type: Missing break in switch | Category: Control flow issues
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,464,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedResultSet.java,545,Quality,Medium,Type: Logically dead code | Category: Control flow issues
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,641,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,622,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,762,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,283,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,1122,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java,96,Quality,High,Type: Check of thread-shared field evades lock acquisition | Category: Data race undermines locking
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,1403,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataSerializer.java,1226,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java,184,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/JarFileURLMetaDataIterator.java,184,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,181,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,244,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,205,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,318,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,150,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,147,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,75,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,142,Various,Low,Type: Resource leak on an exceptional path | Category: Exceptional resource leaks
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObjectFormatter.java,72,Security,High,Type: Display of sensitive data in the user interface | Category: High impact security
openjpa,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ErrorDialog.java,Various,Security,High,Type: Display of sensitive data in the user interface | Category: High impact security
openjpa,openjpa-kernel/target/generated-sources/javacc/org/apache/openjpa/kernel/jpql/JPQLTokenManager.java,Various,Quality,Medium,Type: Copy-paste error | Category: Incorrect expression
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java,99,Quality,Medium,Type: Useless call | Category: Incorrect expression
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,5371,Quality,Medium,Type: Property getter or setter mixup | Category: Incorrect expression
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualTypeExpression.java,131,Quality,Medium,Type: Identical code for different branches | Category: Incorrect expression
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,883,Quality,Medium,Type: Copy-paste error | Category: Incorrect expression
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java,1039,Quality,Medium,Type: Copy-paste error | Category: Incorrect expression
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java,132,Quality,Medium,Type: Identical code for different branches | Category: Incorrect expression
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/StoredProcedureQuery.java,209,Quality,Medium,Type: Useless call | Category: Incorrect expression
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ClearableScheduler.java,187,Quality,Medium,Type: Division or modulo by zero | Category: Integer handling issues
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java,Various,Quality,Medium,Type: Division or modulo by zero | Category: Integer handling issues
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,107,Security,Medium,Type: Unlogged security exception | Category: Medium impact security
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SimpleCase.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java,782,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java,239,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,173,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,1635,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingPreparedStatementManagerImpl.java,255,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java,182,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,187,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,501,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,150,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,668,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,590,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,730,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,1018,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionBuilder.java,257,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-junit5/src/main/java/org/apache/openjpa/junit5/internal/OpenJPADirectoriesEnhancer.java,171,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java,285,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,242,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java,1168,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,256,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,1990,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,153,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoredProcedureQueryImpl.java,134,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,914,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java,199,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java,256,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,171,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java,1505,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,335,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java,335,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,352,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,207,Quality,Medium,Type: Dereference before null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,1745,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManagerImpl.java,205,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,83,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java,1068,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,576,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,379,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java,655,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,3786,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LobFieldStrategy.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,409,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,798,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,1001,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PowerPointViewer.java,120,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,144,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,237,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java,78,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,850,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,112,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,644,Quality,Medium,Type: Dereference before null check | Category: Null pointer dereferences
openjpa,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/Finder.java,88,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,190,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java,321,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,460,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,395,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,231,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,220,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierUtilImpl.java,100,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,84,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,972,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,1230,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,107,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShapePacker.java,64,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java,73,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,Various,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java,816,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java,794,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,846,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,234,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PathImpl.java,181,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,183,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,399,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingSerializer.java,696,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java,793,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,130,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,4004,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,889,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,452,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,333,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualTypeExpression.java,134,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java,Various,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,493,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java,72,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,3514,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java,477,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,152,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Joins.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,3304,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,946,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,425,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java,71,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,121,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,461,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,1134,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,881,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,50,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,148,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,1710,Quality,Medium,Type: Dereference after null check | Category: Null pointer dereferences
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,122,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,208,Quality,Medium,Type: Explicit null dereferenced | Category: Null pointer dereferences
