package,file_path,file_frequency
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/stat/internal/StatisticsImpl.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java,2
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/FindCommand.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/query/sql/internal/SQLQueryParser.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FlatClassStrategy.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/sql/results/graph/embeddable/internal/AbstractNonAggregatedIdentifierMappingInitializer.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LobFieldStrategy.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SimpleCaseExpression.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/query/sqm/mutation/internal/temptable/SoftDeleteExecutionDelegate.java,2
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/DomainCommand.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/type/spi/TypeConfiguration.java,2
openjpa,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/type/descriptor/java/spi/BasicCollectionJavaType.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java,2
hibernate,hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JdbcDateJavaType.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualTypeExpression.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Null.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SimpleCase.java,2
openjpa,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/ErrorDialog.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java,2
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/transaction/NoTransaction.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/type/DefaultTypeManager.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/UnaryExpressionPredicate.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/util/Md5.java,2
ebean,ebean-ddl-generator/src/main/java/io/ebeaninternal/dbmigration/DdlGenerator.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryExpressionPredicate.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java,2
ebean,ebean-ddl-generator/src/main/java/io/ebeaninternal/dbmigration/ddlgeneration/platform/SqlServerHistoryDdl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/RootImpl.java,2
ebean,ebean-redis/src/main/java/io/ebean/redis/RedisCacheFactory.java,2
ebean,ebean-test/src/main/java/io/ebean/test/config/AutoConfigureForTesting.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Joins.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java,2
ebean,tests/test-java16/target/generated-sources/annotations/org/example/records/query/QCourse.java,2
