file_path,line_number,type,severity,description
/hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/JdbcCoordinatorImpl.java,178,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/cache/spi/support/AbstractReadWriteAccess.java,116,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-envers/src/main/java/org/hibernate/envers/query/criteria/internal/CriteriaTools.java,156,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/boot/jaxb/hbm/transform/HbmXmlTransformer.java,1266,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-spatial/src/main/java/org/hibernate/spatial/dialect/hana/HANASpatialUtils.java,61,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,1454,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-testing/src/main/java/org/hibernate/testing/util/TestPathHelper.java,82,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/query/sqm/sql/BaseSqmToSqlAstConverter.java,3889,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/boot/model/internal/FilterDefBinder.java,Various,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JdbcDateJavaType.java,218,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/internal/util/collections/BoundedConcurrentHashMap.java,642,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
/hibernate-core/src/main/java/org/hibernate/tool/schema/extract/internal/InformationExtractorJdbcDatabaseMetaDataImpl.java,140,Quality,Medium,Type: Dereference null return value | Category: Null pointer dereferences
